TSB Ergonomic Report
  Job Title: 
  Job Number: 
  Location: 
  Analyst: 
  Date: 
  Comments: 
  
Time (sec),,, Joint Angles (deg),,,,,,,,,,,,,,,,,,,,,,,Joint Torques (Nm),,,,,,,,,,,,,,,,,,,,,,,Mean Strengths (Nm),,,,,,,,,,,,,,,,,,,,,,,Strength Std Devs (Nm),,,,,,,,,,,,,,,,,,,,,,,Percent Capables (%),,,,,,,,,,,,,,,,,,,,,,,
Time,Task,Action,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,
1.667, ,,-0.161,7.225,2.743,-3.059,-3.293,6.482,83.637,83.167,21.692,18.919,-4.795,7.624,-47.405,123.218,87.500,-2.500,-1.250,171.303,175.166,158.635,174.875,74.986,81.446,0.050,0.201,-0.194,-1.727,0.025,0.361,-11.390,-2.392,2.190,-1.127,-6.419,-1.411,-2.650,-0.509,-18.642,2.959,-0.076,-3.793,18.476,1.847,-16.600,-0.512,-94.374,7.595,8.128,10.194,11.006,13.676,14.124,75.599,70.543,73.306,57.918,101.629,95.778,43.156,11.275,227.868,160.839,87.290,195.792,219.280,139.978,145.252,161.244,151.541,2.430,2.601,3.262,3.522,4.650,4.802,18.576,17.334,22.961,14.253,27.728,26.131,9.775,2.554,71.795,36.183,23.352,78.604,59.833,48.988,42.776,53.322,50.113,99.904,99.884,99.891,99.578,99.833,99.792,100.000,100.000,99.902,100.000,100.000,100.000,100.000,100.000,99.821,100.000,100.000,99.270,99.960,99.759,99.868,99.871,87.306,
1.700, ,,-0.190,7.213,2.769,-3.031,-3.315,6.466,83.611,83.139,21.680,18.903,-4.750,7.663,-47.471,123.147,87.500,-2.500,-1.250,170.693,176.350,156.711,167.156,73.676,80.347,0.051,0.189,-0.194,-1.730,0.025,0.362,-11.420,-2.387,2.327,-1.193,-6.399,-1.396,-2.572,-0.521,-18.804,3.828,-0.208,-4.151,34.528,1.991,15.147,-0.513,-96.753,7.595,8.128,10.194,11.006,13.677,14.125,75.600,70.544,73.301,57.923,101.633,95.782,43.179,11.296,225.304,160.839,87.290,195.785,218.378,143.070,123.932,163.212,153.191,2.430,2.601,3.262,3.522,4.650,4.802,18.576,17.334,22.959,14.254,27.729,26.133,9.780,2.558,70.988,36.183,23.352,78.602,59.587,50.070,43.373,53.973,50.659,99.904,99.886,99.891,99.577,99.833,99.791,100.000,100.000,99.900,100.000,100.000,100.000,100.000,100.000,99.818,100.000,100.000,99.261,99.898,99.757,99.392,99.871,86.742,
1.733, ,,-0.143,7.238,2.728,-3.075,-3.280,6.496,83.652,83.183,21.704,18.930,-4.807,7.606,-47.374,123.254,87.500,-2.500,-1.250,169.883,175.332,154.961,162.967,72.528,80.468,0.052,0.177,-0.193,-1.732,0.025,0.363,-11.445,-2.382,2.461,-1.261,-6.358,-1.378,-2.494,-0.532,-18.951,4.682,-0.335,-4.392,49.386,2.139,37.117,-0.513,-98.607,7.595,8.128,10.195,11.006,13.676,14.124,75.598,70.543,73.307,57.916,101.627,95.776,43.148,11.265,227.508,160.839,87.290,195.780,219.156,145.717,132.312,164.936,153.009,2.430,2.601,3.262,3.522,4.650,4.802,18.576,17.334,22.961,14.252,27.727,26.131,9.773,2.551,71.682,36.183,23.352,78.600,59.799,50.997,46.305,54.543,50.599,99.904,99.888,99.891,99.576,99.833,99.791,100.000,100.000,99.898,100.000,100.000,100.000,100.000,100.000,99.818,100.000,100.000,99.254,99.773,99.756,98.010,99.871,85.890,
1.767, ,,-0.133,7.256,2.394,-2.675,-2.828,6.411,83.592,83.705,21.695,18.945,-4.953,8.419,-47.352,122.669,87.841,-2.159,-1.080,177.446,170.604,170.903,174.875,80.766,86.158,0.051,0.170,-0.193,-1.732,0.025,0.363,-11.466,-2.375,2.570,-1.326,-6.349,-1.390,-2.441,-0.546,-18.955,5.366,-0.389,-18.529,-1.332,-12.418,-9.255,-74.940,-16.195,7.595,8.128,10.200,11.007,13.663,14.127,75.598,70.553,73.325,58.044,101.616,95.852,43.113,11.529,222.930,159.341,87.049,196.052,195.784,141.648,145.253,152.562,144.462,2.430,2.601,3.264,3.522,4.645,4.803,18.576,17.336,22.967,14.284,27.724,26.152,9.765,2.611,70.240,35.846,23.288,78.709,78.601,41.715,42.776,50.451,47.772,99.904,99.889,99.891,99.576,99.833,99.791,100.000,100.000,99.896,100.000,100.000,100.000,100.000,100.000,99.815,100.000,100.000,98.794,99.331,99.902,99.926,93.806,99.637,
1.800, ,,-0.052,7.360,1.419,-1.737,-1.657,6.191,83.451,85.095,21.736,19.025,-5.537,10.307,-47.030,121.451,88.731,-1.269,-0.638,176.893,170.199,171.145,174.875,81.704,83.473,0.049,0.173,-0.194,-1.728,0.025,0.362,-11.474,-2.364,2.656,-1.394,-6.387,-1.466,-2.448,-0.572,-18.302,5.776,-0.330,-16.666,-1.798,-9.757,-11.159,-73.346,-19.485,7.595,8.127,10.215,11.008,13.629,14.134,75.591,70.573,73.395,58.350,101.562,96.031,42.928,12.117,224.128,155.429,86.436,196.014,195.781,141.868,145.252,151.153,148.496,2.430,2.601,3.269,3.523,4.634,4.806,18.574,17.341,22.989,14.359,27.710,26.200,9.723,2.744,70.617,34.966,23.124,78.694,78.600,41.779,42.776,49.985,49.106,99.904,99.888,99.891,99.578,99.833,99.791,100.000,100.000,99.895,100.000,100.000,100.000,100.000,100.000,99.821,100.000,100.000,98.866,99.320,99.921,99.914,94.024,99.569,
1.833, ,,-0.006,7.458,0.432,-0.794,-0.475,5.973,83.327,86.512,21.775,19.097,-6.113,12.212,-46.712,120.227,89.621,-0.379,-0.195,176.538,169.363,171.676,174.875,82.857,77.211,0.048,0.178,-0.194,-1.725,0.025,0.361,-11.480,-2.352,2.738,-1.462,-6.445,-1.551,-2.469,-0.597,-17.503,6.135,-0.273,-14.846,-2.836,-7.441,-11.704,-71.857,-19.664,7.595,8.126,10.226,11.005,13.594,14.142,75.584,70.588,73.468,58.661,101.510,96.214,42.746,12.709,224.897,151.518,85.849,195.992,195.781,142.349,145.252,149.420,157.902,2.430,2.600,3.272,3.522,4.622,4.808,18.572,17.345,23.012,14.436,27.695,26.250,9.682,2.878,70.859,34.086,22.967,78.685,78.600,41.921,42.776,49.412,52.217,99.905,99.888,99.891,99.579,99.833,99.792,100.000,100.000,99.894,100.000,100.000,100.000,100.000,100.000,99.828,100.000,100.000,98.933,99.294,99.935,99.910,94.178,99.594,
1.867, ,,-0.003,7.554,-0.557,0.139,0.644,5.730,83.150,87.906,21.823,19.154,-6.755,14.093,-46.354,119.025,90.511,0.511,0.257,175.971,167.573,171.748,174.875,83.995,68.463,0.046,0.184,-0.195,-1.720,0.025,0.360,-11.485,-2.340,2.812,-1.526,-6.498,-1.635,-2.496,-0.621,-16.681,6.439,-0.204,-13.277,-3.553,-4.190,-9.726,-70.591,-15.419,7.595,8.125,10.234,10.999,13.561,14.150,75.575,70.598,73.552,58.967,101.448,96.398,42.542,13.292,226.125,147.598,85.280,195.958,195.800,142.415,145.252,147.711,171.042,2.430,2.600,3.275,3.520,4.611,4.811,18.570,17.347,23.038,14.511,27.678,26.301,9.635,3.011,71.246,33.205,22.815,78.671,78.608,41.940,42.776,48.847,56.562,99.905,99.887,99.891,99.580,99.833,99.792,100.000,100.000,99.893,100.000,100.000,100.000,100.000,100.000,99.835,100.000,100.000,98.988,99.276,99.951,99.923,94.283,99.703,
1.900, ,,-0.036,7.643,-1.554,1.073,1.769,5.517,83.011,89.341,21.871,19.201,-7.326,15.962,-46.040,117.831,91.402,1.402,0.691,175.554,165.327,171.929,174.874,85.215,65.000,0.044,0.193,-0.196,-1.716,0.025,0.359,-11.486,-2.327,2.879,-1.591,-6.585,-1.732,-2.541,-0.646,-15.695,6.708,-0.154,-11.461,-3.651,-0.852,-6.893,-68.666,-11.210,7.595,8.125,10.237,10.989,13.526,14.157,75.567,70.604,73.629,59.279,101.393,96.586,42.362,13.872,227.027,143.694,84.750,195.935,195.866,142.579,145.252,145.879,176.244,2.430,2.600,3.276,3.516,4.599,4.814,18.568,17.349,23.062,14.588,27.663,26.352,9.595,3.142,71.531,32.326,22.673,78.662,78.634,41.989,42.776,48.241,58.282,99.905,99.885,99.891,99.581,99.833,99.792,100.000,100.000,99.892,100.000,100.000,100.000,100.000,100.000,99.843,100.000,100.000,99.048,99.274,99.963,99.939,94.528,99.768,
1.933, ,,-0.112,7.726,-2.563,2.014,2.888,5.285,82.864,90.787,21.919,19.240,-7.929,17.851,-45.706,116.623,92.292,2.292,1.134,175.657,164.099,173.115,174.875,86.756,65.769,0.043,0.204,-0.196,-1.712,0.025,0.358,-11.486,-2.314,2.953,-1.661,-6.684,-1.837,-2.593,-0.671,-14.532,6.959,-0.114,-9.343,-3.476,0.783,-6.177,-66.101,-10.361,7.595,8.124,10.237,10.975,13.491,14.165,75.558,70.604,73.714,59.595,101.335,96.777,42.171,14.458,226.803,139.783,84.237,195.941,195.922,110.298,145.252,143.564,175.089,2.430,2.600,3.276,3.512,4.587,4.816,18.566,17.349,23.089,14.666,27.648,26.404,9.551,3.275,71.460,31.446,22.535,78.664,78.657,38.601,42.776,47.475,57.901,99.905,99.884,99.891,99.582,99.833,99.792,100.000,100.000,99.891,100.000,100.000,100.000,100.000,100.000,99.851,100.000,100.000,99.115,99.278,99.772,99.942,94.864,99.777,
1.967, ,,-0.068,7.683,-2.028,1.515,2.299,5.406,82.946,90.014,21.892,19.221,-7.604,16.841,-45.886,117.269,91.818,1.818,0.898,166.195,165.392,155.944,174.875,80.762,68.853,0.043,0.211,-0.196,-1.712,0.025,0.358,-11.465,-2.326,2.817,-1.574,-6.700,-1.824,-2.647,-0.653,-14.695,6.124,-0.065,-9.042,-14.814,1.151,-101.544,-0.509,-222.564,7.595,8.124,10.238,10.983,13.510,14.161,75.563,70.604,73.668,59.426,101.367,96.674,42.274,14.145,247.295,141.864,84.507,195.835,195.864,144.250,145.252,152.568,170.457,2.430,2.600,3.276,3.514,4.593,4.815,18.567,17.349,23.074,14.624,27.656,26.376,9.575,3.204,77.917,31.915,22.608,78.622,78.633,50.483,42.776,50.453,56.369,99.905,99.883,99.891,99.582,99.833,99.792,100.000,100.000,99.893,100.000,100.000,100.000,100.000,100.000,99.858,100.000,100.000,99.124,98.934,99.770,84.661,99.871,17.759,
2.000, ,,-0.014,7.596,-1.026,0.581,1.176,5.625,83.090,88.571,21.842,19.178,-7.006,14.949,-46.217,118.478,90.928,0.928,0.455,162.740,167.623,149.842,174.874,78.121,69.208,0.044,0.214,-0.196,-1.714,0.025,0.358,-11.441,-2.343,2.640,-1.451,-6.673,-1.763,-2.684,-0.623,-15.364,5.133,-0.021,-11.552,4.124,1.344,-80.979,-0.514,-200.441,7.595,8.125,10.236,10.994,13.544,14.154,75.572,70.602,73.586,59.111,101.424,96.484,42.463,13.558,244.204,145.776,85.034,195.999,224.047,152.594,145.252,156.534,169.923,2.430,2.600,3.275,3.518,4.605,4.812,18.569,17.348,23.048,14.547,27.672,26.324,9.618,3.071,76.943,32.795,22.748,78.688,61.134,53.404,42.776,51.765,56.192,99.905,99.882,99.891,99.582,99.833,99.792,100.000,100.000,99.895,100.000,100.000,100.000,100.000,100.000,99.853,100.000,100.000,99.045,100.000,99.768,93.354,99.871,29.346,
2.033, ,,0.000,7.504,-0.032,-0.347,0.028,5.817,83.208,87.113,21.795,19.126,-6.434,13.034,-46.530,119.702,89.946,0.040,0.012,169.482,170.174,159.775,174.875,76.127,71.812,0.046,0.215,-0.195,-1.717,0.025,0.359,-11.422,-2.359,2.487,-1.342,-6.620,-1.683,-2.698,-0.592,-16.183,4.335,0.003,-6.874,28.658,1.122,-52.325,-0.530,-168.617,7.595,8.126,10.230,11.003,13.579,14.147,75.579,70.593,73.510,58.793,101.478,96.293,42.643,12.964,238.679,150.359,85.644,195.780,222.624,138.057,145.252,159.531,166.012,2.430,2.600,3.274,3.521,4.617,4.810,18.571,17.346,23.025,14.468,27.686,26.272,9.658,2.936,75.202,33.826,22.912,78.600,60.745,48.316,42.776,52.755,54.899,99.905,99.882,99.891,99.581,99.833,99.792,100.000,100.000,99.898,100.000,100.000,100.000,100.000,100.000,99.845,100.000,100.000,99.187,99.929,99.770,98.508,99.871,48.095,
2.067, ,,-0.024,7.406,0.958,-1.295,-1.096,6.097,83.401,85.763,21.754,19.061,-5.794,11.202,-46.889,120.875,89.148,-0.852,-0.432,178.732,172.624,175.239,174.874,72.340,76.588,0.047,0.213,-0.195,-1.720,0.025,0.359,-11.401,-2.372,2.335,-1.244,-6.574,-1.601,-2.711,-0.561,-16.948,3.584,0.018,-19.738,7.395,-36.781,1.931,-74.843,0.000,7.595,8.127,10.221,11.007,13.613,14.137,75.588,70.581,73.427,58.496,101.539,96.117,42.847,12.395,220.144,153.600,85.433,196.149,221.075,145.583,105.876,165.219,158.838,2.430,2.601,3.271,3.522,4.628,4.807,18.573,17.343,22.999,14.395,27.703,26.224,9.705,2.807,69.362,34.555,22.855,78.748,60.323,42.874,37.053,54.637,52.526,99.905,99.882,99.891,99.581,99.833,99.792,100.000,100.000,99.900,100.000,100.000,100.000,100.000,100.000,99.830,100.000,100.000,98.745,100.000,99.441,99.748,95.096,99.875,
2.100, ,,-0.092,7.304,1.940,-2.238,-2.298,6.293,83.507,84.332,21.714,18.982,-5.242,9.273,-47.191,122.118,88.258,-1.742,-0.875,177.082,174.637,174.874,176.252,67.898,82.202,0.048,0.209,-0.195,-1.722,0.025,0.360,-11.386,-2.385,2.199,-1.153,-6.469,-1.488,-2.691,-0.526,-18.028,2.933,0.021,-20.818,6.501,-47.931,1.700,-99.750,0.000,7.595,8.127,10.208,11.008,13.648,14.131,75.594,70.563,73.360,58.182,101.589,95.933,43.021,11.795,223.717,157.513,85.283,196.027,219.669,145.252,102.283,171.891,150.404,2.430,2.601,3.266,3.523,4.640,4.804,18.575,17.339,22.978,14.318,27.717,26.174,9.744,2.671,70.488,35.435,22.815,78.699,59.939,42.776,35.796,56.843,49.737,99.905,99.883,99.891,99.580,99.833,99.792,100.000,100.000,99.902,100.000,100.000,100.000,100.000,100.000,99.823,100.000,100.000,98.700,100.000,98.854,99.752,89.784,99.875,
2.133, ,,-0.161,7.226,2.617,-2.896,-3.109,6.456,83.624,83.379,21.684,18.924,-4.825,7.961,-47.423,122.966,87.633,-2.367,-1.186,177.947,177.343,174.875,166.206,80.315,79.693,0.049,0.204,-0.194,-1.724,0.025,0.360,-11.374,-2.393,2.105,-1.096,-6.397,-1.407,-2.675,-0.501,-18.808,2.488,0.015,-21.247,6.059,-47.589,2.852,-103.492,-0.447,7.595,8.128,10.197,11.006,13.671,14.125,75.600,70.548,73.310,57.972,101.629,95.810,43.154,11.386,221.845,160.259,85.191,196.088,217.588,145.252,125.918,153.240,154.173,2.430,2.601,3.263,3.522,4.648,4.802,18.576,17.335,22.962,14.266,27.728,26.140,9.774,2.579,69.898,36.053,22.791,78.723,59.371,42.776,44.068,50.675,50.984,99.904,99.884,99.891,99.579,99.833,99.792,100.000,100.000,99.903,100.000,100.000,100.000,100.000,100.000,99.816,100.000,100.000,98.682,100.000,98.878,99.738,83.692,99.871,
2.167, ,,-0.067,7.333,1.646,-1.956,-1.915,6.255,83.502,84.788,21.724,19.007,-5.388,9.884,-47.114,121.722,88.523,-1.477,-0.741,176.626,179.445,174.875,153.506,79.628,72.448,0.048,0.214,-0.195,-1.721,0.025,0.360,-11.385,-2.382,2.221,-1.169,-6.541,-1.543,-2.727,-0.538,-17.489,2.892,0.038,-21.013,2.491,-51.066,3.557,-110.397,-0.457,7.595,8.127,10.212,11.008,13.637,14.132,75.593,70.569,73.377,58.282,101.577,95.991,42.976,11.986,218.599,156.345,85.328,195.997,215.822,145.252,147.802,154.272,165.056,2.430,2.601,3.268,3.523,4.636,4.805,18.575,17.340,22.983,14.343,27.714,26.190,9.734,2.715,68.875,35.172,22.827,78.687,58.889,42.776,51.726,51.016,54.583,99.905,99.882,99.891,99.580,99.833,99.792,100.000,100.000,99.902,100.000,100.000,100.000,100.000,100.000,99.824,100.000,100.000,98.691,100.000,98.615,99.735,80.516,99.871,
2.200, ,,-0.013,7.436,0.661,-1.014,-0.730,6.042,83.377,86.206,21.765,19.082,-5.960,11.798,-46.798,120.491,89.413,-0.587,-0.295,175.348,177.151,174.874,151.694,79.175,69.476,0.047,0.224,-0.195,-1.718,0.025,0.359,-11.395,-2.370,2.340,-1.249,-6.682,-1.676,-2.777,-0.574,-16.137,3.329,0.045,-22.450,-0.349,-55.983,3.235,-119.112,-0.488,7.595,8.126,10.224,11.006,13.602,14.139,75.586,70.585,73.448,58.594,101.525,96.174,42.795,12.581,223.569,152.430,85.485,195.925,196.031,145.252,150.254,154.952,169.520,2.430,2.600,3.272,3.522,4.625,4.807,18.573,17.344,23.005,14.419,27.699,26.240,9.693,2.849,70.441,34.292,22.869,78.658,78.701,42.776,52.584,51.241,56.059,99.905,99.881,99.891,99.581,99.833,99.792,100.000,100.000,99.900,100.000,100.000,100.000,100.000,100.000,99.838,100.000,100.000,98.628,99.354,98.155,99.741,75.791,99.871,
2.233, ,,-0.001,7.533,-0.327,-0.077,0.383,5.774,83.183,87.571,21.811,19.143,-6.623,13.655,-46.426,119.304,90.303,0.303,0.155,174.198,179.344,174.874,164.036,79.977,69.985,0.046,0.234,-0.196,-1.715,0.025,0.358,-11.406,-2.357,2.463,-1.331,-6.794,-1.796,-2.816,-0.607,-14.893,3.778,0.062,-20.000,1.193,-56.595,2.152,-123.570,-0.524,7.595,8.126,10.232,11.001,13.568,14.149,75.577,70.596,73.534,58.894,101.461,96.354,42.584,13.157,218.818,148.511,85.668,195.872,215.910,145.252,130.265,153.747,168.757,2.430,2.600,3.274,3.520,4.613,4.811,18.571,17.347,23.032,14.493,27.682,26.289,9.645,2.980,68.944,33.410,22.918,78.637,58.913,42.776,45.589,50.843,55.806,99.905,99.879,99.891,99.582,99.833,99.792,100.000,100.000,99.898,100.000,100.000,100.000,100.000,100.000,99.845,100.000,100.000,98.733,100.000,98.089,99.752,72.365,99.871,
2.267, ,,-0.026,7.620,-1.321,0.855,1.511,5.562,83.042,89.007,21.858,19.191,-7.212,15.542,-46.102,118.099,91.193,1.193,0.596,174.026,172.794,172.881,174.875,80.311,67.665,0.045,0.244,-0.196,-1.712,0.025,0.357,-11.412,-2.344,2.580,-1.418,-6.930,-1.923,-2.868,-0.640,-13.572,4.180,0.042,-7.705,-7.803,-21.611,-24.557,-61.020,-63.822,7.595,8.125,10.237,10.991,13.534,14.156,75.569,70.603,73.614,59.208,101.405,96.542,42.398,13.742,230.336,144.601,85.864,195.865,195.824,143.443,145.252,153.245,172.241,2.430,2.600,3.276,3.517,4.602,4.813,18.569,17.349,23.057,14.570,27.667,26.340,9.603,3.112,72.573,32.530,22.971,78.634,78.617,42.243,42.776,50.677,56.959,99.905,99.878,99.891,99.583,99.833,99.792,100.000,100.000,99.896,100.000,100.000,100.000,100.000,100.000,99.859,100.000,100.000,99.163,99.160,99.803,99.760,96.561,97.151,
2.300, ,,-0.092,7.703,-2.329,1.796,2.636,5.329,82.895,90.452,21.904,19.235,-7.822,17.438,-45.765,116.888,92.083,2.083,1.041,176.012,171.122,166.614,174.874,78.046,68.993,0.044,0.254,-0.196,-1.708,0.025,0.356,-11.418,-2.330,2.703,-1.514,-7.061,-2.047,-2.917,-0.673,-12.245,4.625,0.018,2.239,-10.329,2.089,-56.570,-0.488,-135.877,7.595,8.124,10.237,10.978,13.499,14.164,75.561,70.604,73.699,59.523,101.347,96.733,42.205,14.330,226.035,140.687,86.086,218.639,195.789,125.070,145.252,156.648,170.246,2.430,2.600,3.276,3.513,4.590,4.816,18.567,17.349,23.084,14.648,27.651,26.392,9.559,3.246,71.218,31.650,23.030,59.658,78.604,43.771,42.776,51.802,56.299,99.905,99.876,99.891,99.583,99.833,99.792,100.000,100.000,99.895,100.000,100.000,100.000,100.000,100.000,99.865,100.000,100.000,100.000,99.084,99.751,98.092,99.871,72.928,
2.333, ,,-0.109,7.735,-2.508,1.955,2.830,5.306,82.868,90.711,21.929,19.240,-7.909,17.776,-45.709,116.671,92.242,2.242,1.121,178.721,171.935,153.024,169.256,69.965,71.910,0.044,0.256,-0.196,-1.708,0.025,0.356,-11.418,-2.327,2.718,-1.530,-7.084,-2.068,-2.928,-0.679,-12.019,4.705,0.013,0.064,-12.628,3.169,-53.961,-0.487,-159.721,7.595,8.124,10.237,10.976,13.493,14.165,75.558,70.604,73.710,59.580,101.334,96.768,42.176,14.435,220.167,139.990,86.128,216.445,195.803,148.470,140.153,168.786,165.864,2.430,2.600,3.276,3.512,4.588,4.816,18.566,17.349,23.087,14.662,27.647,26.402,9.552,3.269,69.369,31.493,23.041,59.059,78.609,51.960,41.274,55.816,54.850,99.905,99.876,99.891,99.583,99.833,99.792,100.000,100.000,99.894,100.000,100.000,100.000,100.000,100.000,99.865,100.000,100.000,100.000,99.009,99.741,98.161,99.871,54.471,
2.367, ,,-0.064,7.668,-1.958,1.449,2.226,5.410,82.951,89.919,21.884,19.220,-7.608,16.741,-45.884,117.333,91.756,1.756,0.878,173.242,167.066,143.193,174.875,65.000,72.290,0.044,0.250,-0.196,-1.710,0.025,0.356,-11.416,-2.335,2.658,-1.478,-7.008,-1.999,-2.896,-0.661,-12.767,4.458,0.028,-2.422,-16.374,3.755,-85.465,-0.489,-189.279,7.595,8.124,10.238,10.984,13.512,14.161,75.564,70.604,73.669,59.407,101.369,96.663,42.273,14.114,232.035,142.125,86.002,195.837,195.811,159.690,145.252,176.244,165.295,2.430,2.600,3.276,3.515,4.594,4.815,18.568,17.349,23.074,14.619,27.657,26.373,9.574,3.197,73.108,31.973,23.008,78.623,78.612,55.887,42.776,58.282,54.662,99.905,99.877,99.891,99.583,99.833,99.792,100.000,100.000,99.895,100.000,100.000,100.000,100.000,100.000,99.864,100.000,100.000,99.305,98.876,99.736,91.893,99.871,33.034,
2.400, ,,-0.030,7.626,-1.407,0.935,1.608,5.542,83.028,89.133,21.862,19.195,-7.271,15.711,-46.069,117.991,91.271,1.271,0.635,165.711,165.114,134.198,174.875,65.000,69.968,0.045,0.244,-0.196,-1.711,0.025,0.357,-11.413,-2.343,2.588,-1.426,-6.933,-1.930,-2.869,-0.642,-13.511,4.212,0.043,-6.406,-21.591,3.986,-102.812,-0.479,-219.975,7.595,8.125,10.237,10.990,13.531,14.157,75.568,70.603,73.622,59.235,101.399,96.559,42.379,13.794,248.345,144.260,85.883,195.852,195.875,166.236,145.252,176.244,168.782,2.430,2.600,3.276,3.517,4.601,4.813,18.569,17.349,23.060,14.577,27.665,26.345,9.598,3.124,78.247,32.454,22.976,78.629,78.638,58.178,42.776,58.282,55.815,99.905,99.878,99.891,99.583,99.833,99.792,100.000,100.000,99.896,100.000,100.000,100.000,100.000,100.000,99.865,100.000,100.000,99.200,98.666,99.735,83.948,99.871,17.947,
2.433, ,,-0.008,7.579,-0.866,0.431,1.000,5.655,83.109,88.345,21.833,19.172,-6.938,14.672,-46.254,118.655,90.785,0.785,0.393,159.986,163.336,132.708,174.875,65.000,68.026,0.045,0.238,-0.196,-1.713,0.025,0.357,-11.410,-2.350,2.525,-1.378,-6.857,-1.859,-2.839,-0.624,-14.254,3.987,0.049,-9.945,-26.301,3.496,-118.637,-0.499,-248.068,7.595,8.125,10.235,10.996,13.550,14.153,75.573,70.600,73.577,59.063,101.432,96.455,42.485,13.472,253.488,146.395,85.771,196.206,195.963,167.005,145.252,176.244,171.698,2.430,2.600,3.275,3.519,4.607,4.812,18.570,17.348,23.046,14.535,27.674,26.316,9.622,3.051,79.868,32.934,22.946,78.771,78.673,58.447,42.776,58.282,56.779,99.905,99.879,99.891,99.582,99.833,99.792,100.000,100.000,99.897,100.000,100.000,100.000,100.000,100.000,99.862,100.000,100.000,99.097,98.447,99.742,73.315,99.871,8.928,
2.467, ,,-0.000,7.530,-0.323,-0.082,0.379,5.773,83.183,87.566,21.811,19.143,-6.630,13.652,-46.421,119.306,90.300,0.300,0.155,157.554,163.706,139.467,174.875,66.818,68.372,0.046,0.233,-0.196,-1.715,0.025,0.358,-11.406,-2.357,2.460,-1.330,-6.779,-1.788,-2.809,-0.605,-14.989,3.775,0.066,-12.256,-29.589,2.327,-121.947,-0.532,-251.882,7.595,8.126,10.232,11.001,13.569,14.149,75.577,70.596,73.535,58.893,101.460,96.353,42.581,13.156,252.686,148.524,85.669,196.446,195.942,162.809,145.252,173.513,171.179,2.430,2.600,3.274,3.520,4.613,4.811,18.571,17.347,23.033,14.493,27.682,26.288,9.644,2.980,79.615,33.413,22.918,78.867,78.665,56.978,42.776,57.379,56.607,99.905,99.880,99.891,99.582,99.833,99.792,100.000,100.000,99.898,100.000,100.000,100.000,100.000,100.000,99.858,100.000,100.000,99.023,98.277,99.757,70.712,99.871,7.695,
